dataset,train_ratio,seed,model,index,val_score,y_val,test_score,y_test
wget,0.8,42,gnn,0,0.09638363122940063,0,0.10287011414766312,0
wget,0.8,42,gnn,1,0.32530421018600464,0,0.07916481047868729,0
wget,0.8,42,gnn,2,0.3352695405483246,0,0.4086650311946869,1
wget,0.8,42,gnn,3,0.37410715222358704,1,0.3251635432243347,0
wget,0.8,42,gnn,4,0.444197416305542,1,0.09419938921928406,0
wget,0.8,42,gnn,5,0.2886980473995209,0,0.090521901845932,0
wget,0.8,42,gnn,6,0.08886711299419403,0,0.09192433953285217,0
wget,0.8,42,gnn,7,0.11874249577522278,0,0.11358703672885895,0
wget,0.8,42,gnn,8,0.3250107169151306,0,0.14579711854457855,0
wget,0.8,42,gnn,9,0.3286159336566925,0,0.1386554092168808,0
wget,0.8,42,gnn,10,0.301435261964798,1,0.309655100107193,0
wget,0.8,42,gnn,11,0.09720683097839355,0,0.1129337027668953,1
wget,0.8,42,gnn,12,0.09425623714923859,0,0.09529595077037811,0
wget,0.8,42,gnn,13,0.11051328480243683,0,0.10835227370262146,0
wget,0.8,42,gnn,14,0.10393961519002914,0,0.09172205626964569,0
wget,0.8,43,gnn,0,0.07377417385578156,0,0.13034552335739136,0
wget,0.8,43,gnn,1,0.2876967489719391,0,0.10402104258537292,0
wget,0.8,43,gnn,2,0.07395040988922119,0,0.08500751852989197,1
wget,0.8,43,gnn,3,0.07703747600317001,0,0.09071173518896103,0
wget,0.8,43,gnn,4,0.292416512966156,0,0.10395269840955734,0
wget,0.8,43,gnn,5,0.06166529282927513,0,0.10941572487354279,0
wget,0.8,43,gnn,6,0.2866152226924896,0,0.20787563920021057,0
wget,0.8,43,gnn,7,0.0977235734462738,0,0.0883631780743599,0
wget,0.8,43,gnn,8,0.3901662528514862,1,0.08919504284858704,0
wget,0.8,43,gnn,9,0.12856650352478027,0,0.2527516186237335,1
wget,0.8,43,gnn,10,0.40244626998901367,1,0.1069466844201088,0
wget,0.8,43,gnn,11,0.32825976610183716,0,0.11208199709653854,0
wget,0.8,43,gnn,12,0.10157910734415054,0,0.10599382221698761,0
wget,0.8,43,gnn,13,0.11337854713201523,0,0.37697190046310425,0
wget,0.8,43,gnn,14,0.336988240480423,1,0.3351311683654785,0
wget,0.8,44,gnn,0,0.44776833057403564,0,0.36608049273490906,0
wget,0.8,44,gnn,1,0.2830030918121338,0,0.1293463408946991,0
wget,0.8,44,gnn,2,0.10171759128570557,0,0.12936368584632874,0
wget,0.8,44,gnn,3,0.34796127676963806,0,0.15307146310806274,0
wget,0.8,44,gnn,4,0.17489026486873627,0,0.3622094690799713,0
wget,0.8,44,gnn,5,0.46307241916656494,1,0.3732468783855438,0
wget,0.8,44,gnn,6,0.4142349362373352,0,0.14559033513069153,0
wget,0.8,44,gnn,7,0.11447970569133759,0,0.42918404936790466,1
wget,0.8,44,gnn,8,0.13910764455795288,0,0.4345185160636902,0
wget,0.8,44,gnn,9,0.15823550522327423,0,0.1110798791050911,0
wget,0.8,44,gnn,10,0.12531228363513947,0,0.12874259054660797,0
wget,0.8,44,gnn,11,0.1047578752040863,0,0.12255928665399551,0
wget,0.8,44,gnn,12,0.11132670193910599,0,0.409199982881546,0
wget,0.8,44,gnn,13,0.4364503026008606,1,0.14688828587532043,0
wget,0.8,44,gnn,14,0.1189950630068779,1,0.4831118881702423,1
wget,0.8,45,gnn,0,0.04454417526721954,0,0.028640924021601677,0
wget,0.8,45,gnn,1,0.019828615710139275,0,0.024320073425769806,1
wget,0.8,45,gnn,2,0.03635435923933983,1,0.054883506149053574,0
wget,0.8,45,gnn,3,0.14026787877082825,0,0.23214419186115265,1
wget,0.8,45,gnn,4,0.029707614332437515,0,0.04327056556940079,0
wget,0.8,45,gnn,5,0.10788040608167648,0,0.1602824330329895,0
wget,0.8,45,gnn,6,0.040877167135477066,0,0.03312418982386589,0
wget,0.8,45,gnn,7,0.03741554170846939,0,0.03807483986020088,0
wget,0.8,45,gnn,8,0.045840781182050705,0,0.24975036084651947,1
wget,0.8,45,gnn,9,0.03104202263057232,0,0.05711923539638519,0
wget,0.8,45,gnn,10,0.29044705629348755,1,0.05621592700481415,0
wget,0.8,45,gnn,11,0.03639288246631622,0,0.04425912722945213,0
wget,0.8,45,gnn,12,0.037892404943704605,0,0.17241093516349792,0
wget,0.8,45,gnn,13,0.0519576258957386,0,0.25215280055999756,0
wget,0.8,45,gnn,14,0.12302222102880478,0,0.027231726795434952,0
wget,0.8,46,gnn,0,0.36150792241096497,0,0.07108978927135468,1
wget,0.8,46,gnn,1,0.34188172221183777,0,0.07152637839317322,0
wget,0.8,46,gnn,2,0.27739813923835754,0,0.05904122814536095,0
wget,0.8,46,gnn,3,0.039446305483579636,0,0.07035248726606369,0
