dataset,seed,mode,index,val_score,y_val,test_score,y_test
streamspot,42,graph_only,0,0.07666034400463104,1,0.07620429247617722,1
streamspot,42,graph_only,1,0.010320166777819394,0,0.002222966367844492,0
streamspot,42,graph_only,2,0.0749306008219719,1,0.08072716444730758,1
streamspot,42,graph_only,3,0.0019108007196336984,0,0.080861696600914,1
streamspot,42,graph_only,4,0.0028955341316759587,0,0.0016626979457214474,0
streamspot,42,graph_only,5,0.0015016248449683189,0,0.001699005626142025,0
streamspot,42,graph_only,6,0.0014666095608845352,0,0.08001605272293091,1
streamspot,42,graph_only,7,0.07656053304672242,1,0.07791103720664978,1
streamspot,42,graph_only,8,0.07868262380361557,1,0.08059935420751571,1
streamspot,42,graph_only,9,0.07983751744031906,1,0.0792673572897911,1
streamspot,42,graph_only,10,0.07982534468173981,1,0.08061503767967224,1
streamspot,42,graph_only,11,0.0017967987805604935,0,0.07984909862279892,1
streamspot,42,graph_only,12,0.0028294513351283966,0,0.07586551010608673,1
streamspot,42,graph_only,13,0.0024897213093936442,0,0.07957926243543625,1
streamspot,42,graph_only,14,0.00966621832922101,0,0.0033165431348606946,0
streamspot,42,graph_only,15,0.0030629550106823443,0,0.003090705000795424,0
streamspot,42,graph_only,16,0.005431121634319425,0,0.0032521994784474374,0
streamspot,42,graph_only,17,0.006451082229614258,0,0.0014858440379612147,0
streamspot,42,graph_only,18,0.0011284764390438796,0,0.08082317113876343,1
streamspot,42,graph_only,19,0.002274178946390748,0,0.07949695140123367,1
streamspot,42,graph_only,20,0.0792025312781334,1,0.0031174985226243733,0
streamspot,42,graph_only,21,0.07664232552051545,1,0.002371977735310793,0
streamspot,42,graph_only,22,0.08091063797473907,1,0.002987621771171689,0
streamspot,42,graph_only,23,0.006703093554824591,0,0.002410816354677081,0
streamspot,42,graph_only,24,0.07926197648048401,1,0.0011945997946895659,0
streamspot,42,graph_only,25,0.0807364284992218,1,0.0801044911146164,1
streamspot,42,graph_only,26,0.0013083857484161854,0,0.003918010042980313,0
streamspot,42,graph_only,27,0.0016859930357895792,0,0.07887855917215347,1
streamspot,42,graph_only,28,0.0787992686033249,1,0.07948969006538391,1
streamspot,42,graph_only,29,0.0014629141776822507,0,0.0775064319372177,1
streamspot,42,graph_only,30,0.003157750307582319,0,0.00321141523309052,0
streamspot,42,graph_only,31,0.07725855857133865,1,0.07988642752170563,1
streamspot,42,graph_only,32,0.07718851417303085,1,0.0026095668552443387,0
streamspot,42,graph_only,33,0.08097863495349884,1,0.0812102198600769,1
streamspot,42,graph_only,34,0.07883641272783279,1,0.004040315002202988,0
streamspot,42,graph_only,35,0.08046085983514786,1,0.08029051274061202,1
streamspot,42,graph_only,36,0.08003143221139908,1,0.07790775150060654,1
streamspot,42,graph_only,37,0.07580209821462632,1,0.07993212789297104,1
streamspot,42,graph_only,38,0.0013425027951598167,0,0.0023250241996720434,0
streamspot,42,graph_only,39,0.07665395736694336,1,0.07914322316646576,1
streamspot,42,graph_only,40,,,0.07609723806381226,1
streamspot,42,graph_only,41,,,0.07556439489126206,1
streamspot,42,graph_only,42,,,0.002667609858326614,0
streamspot,42,graph_only,43,,,0.07618234902620316,1
streamspot,42,graph_only,44,,,0.0026853369083255528,0
streamspot,42,graph_only,45,,,0.005823689792305231,0
streamspot,42,graph_only,46,,,0.07943768203258514,1
streamspot,42,graph_only,47,,,0.07908362746238709,1
streamspot,42,graph_only,48,,,0.0025354209588840603,0
streamspot,42,graph_only,49,,,0.0102658482035622,0
streamspot,42,graph_only,50,,,0.07536576539278031,1
streamspot,42,graph_only,51,,,0.0009468768490478397,0
streamspot,42,graph_only,52,,,0.07931612879037857,1
streamspot,42,graph_only,53,,,0.0780531644821167,1
streamspot,42,graph_only,54,,,0.08085589557886123,1
streamspot,42,graph_only,55,,,0.002945133438333869,0
streamspot,42,graph_only,56,,,0.08151516169309617,1
streamspot,42,graph_only,57,,,0.08093252182006835,1
streamspot,42,graph_only,58,,,0.07616855204105377,1
streamspot,42,graph_only,59,,,0.08124806731939316,1
streamspot,42,graph_only,60,,,0.0025632680859416722,0
streamspot,42,graph_only,61,,,0.001623354945331812,0
streamspot,42,graph_only,62,,,0.07101932168006897,1
streamspot,42,graph_only,63,,,0.002132547053042799,0
streamspot,42,graph_only,64,,,0.0027691137976944445,0
streamspot,42,graph_only,65,,,0.07570628523826599,1
streamspot,42,graph_only,66,,,0.07943311631679535,1
streamspot,42,graph_only,67,,,0.0025387792848050594,0
streamspot,42,graph_only,68,,,0.07718305885791779,1
streamspot,42,graph_only,69,,,0.07812049090862275,1
streamspot,42,graph_only,70,,,0.06200688779354095,0
streamspot,42,graph_only,71,,,0.0017087811836972832,0
streamspot,42,graph_only,72,,,0.005036426428705454,0
streamspot,42,graph_only,73,,,0.0010555820656009019,0
streamspot,42,graph_only,74,,,0.0811909332871437,1
streamspot,42,graph_only,75,,,0.002264921530149877,0
streamspot,42,graph_only,76,,,0.08009826391935349,1
streamspot,42,graph_only,77,,,0.07882494479417801,1
streamspot,42,graph_only,78,,,0.0017760971561074257,0
streamspot,42,graph_only,79,,,0.0018326290650293232,0
streamspot,42,graph_only,80,,,0.07639766782522202,1
streamspot,42,graph_only,81,,,0.004372053826227784,0
streamspot,42,graph_only,82,,,0.08049499839544297,1
streamspot,42,graph_only,83,,,0.0017464580829255282,0
streamspot,42,graph_only,84,,,0.002094566426239908,0
streamspot,42,graph_only,85,,,0.007018355093896389,0
streamspot,42,graph_only,86,,,0.002109341626055539,0
streamspot,42,graph_only,87,,,0.08072785139083863,1
streamspot,42,graph_only,88,,,0.07663141787052155,1
streamspot,42,graph_only,89,,,0.0019045312306843697,0
streamspot,42,graph_only,90,,,0.07936599552631378,1
streamspot,42,graph_only,91,,,0.08096960783004761,1
streamspot,42,graph_only,92,,,0.07934761494398117,1
streamspot,42,graph_only,93,,,0.08005224615335464,1
streamspot,42,graph_only,94,,,0.0791845127940178,1
streamspot,42,graph_only,95,,,0.08019325733184815,1
streamspot,42,graph_only,96,,,0.0024725933675654233,0
streamspot,42,graph_only,97,,,0.0051843082997947935,0
streamspot,42,graph_only,98,,,0.07924825996160507,1
streamspot,42,graph_only,99,,,0.07586945295333862,1
streamspot,42,graph_only,100,,,0.08159914910793305,1
streamspot,42,graph_only,101,,,0.0056100033223629,0
streamspot,42,graph_only,102,,,0.08153596818447113,1
streamspot,42,graph_only,103,,,0.08093412816524506,1
streamspot,42,graph_only,104,,,0.0012518515577539802,0
streamspot,42,graph_only,105,,,0.004361218959093094,0
streamspot,42,graph_only,106,,,0.0017272600205615162,0
streamspot,42,graph_only,107,,,0.0020430958596989513,0
streamspot,42,graph_only,108,,,0.07915463149547577,1
streamspot,42,graph_only,109,,,0.0016593382111750542,0
streamspot,42,graph_only,110,,,0.004172833519987762,0
streamspot,42,graph_only,111,,,0.0017252311808988452,0
streamspot,42,graph_only,112,,,0.004932493064552545,0
streamspot,42,graph_only,113,,,0.08024981021881103,1
streamspot,42,graph_only,114,,,0.07829272747039795,1
streamspot,42,graph_only,115,,,0.07743767946958542,1
streamspot,42,graph_only,116,,,0.0036589648574590684,0
streamspot,42,graph_only,117,,,0.0021774548920802774,0
streamspot,42,graph_only,118,,,0.0023106783628463745,0
streamspot,42,graph_only,119,,,0.0014435568242333829,0
streamspot,42,graph_only,120,,,0.07814957052469254,1
streamspot,42,graph_only,121,,,0.0035269338637590407,0
streamspot,42,graph_only,122,,,0.08042710274457932,1
streamspot,42,graph_only,123,,,0.003393997810781002,0
streamspot,42,graph_only,124,,,0.07798480540513993,1
streamspot,42,graph_only,125,,,0.008351039327681064,0
