dataset,seed,mode,index,val_score,y_val,test_score,y_test
streamspot,42,topo_only,0,0.09536366313695907,1,0.09832232743501663,1
streamspot,42,topo_only,1,0.4159205198287964,0,0.22441246509552001,0
streamspot,42,topo_only,2,0.6098405122756958,1,0.09211349338293076,1
streamspot,42,topo_only,3,0.02737957127392292,0,0.4265644311904907,1
streamspot,42,topo_only,4,0.11426531672477722,0,0.03929640799760818,0
streamspot,42,topo_only,5,0.27541380524635317,0,0.05632364638149738,0
streamspot,42,topo_only,6,0.03458844572305679,0,0.09413306266069413,1
streamspot,42,topo_only,7,0.09748537987470626,1,0.47925915718078616,1
streamspot,42,topo_only,8,0.10546998232603073,1,0.09197714179754257,1
streamspot,42,topo_only,9,0.09940151572227478,1,0.09610999822616577,1
streamspot,42,topo_only,10,0.16373941600322722,1,0.0915749192237854,1
streamspot,42,topo_only,11,0.07566315829753875,0,0.10140321552753448,1
streamspot,42,topo_only,12,0.17175933867692947,0,0.10097362101078033,1
streamspot,42,topo_only,13,0.12887160778045653,0,0.11259539425373077,1
streamspot,42,topo_only,14,0.4137528419494629,0,0.11895177364349366,0
streamspot,42,topo_only,15,0.677346122264862,0,0.06379396617412567,0
streamspot,42,topo_only,16,0.07688798606395722,0,0.06434136852622033,0
streamspot,42,topo_only,17,0.34992762207984923,0,0.035543658584356305,0
streamspot,42,topo_only,18,0.013735720794647932,0,0.09959183633327484,1
streamspot,42,topo_only,19,0.06460873633623124,0,0.09333355724811554,1
streamspot,42,topo_only,20,0.09401084035634995,1,0.14232683032751084,0
streamspot,42,topo_only,21,0.32897345423698426,1,0.08122252002358436,0
streamspot,42,topo_only,22,0.09964536279439926,1,0.15402112901210785,0
streamspot,42,topo_only,23,0.10669962614774704,0,0.04868636690080166,0
streamspot,42,topo_only,24,0.10027117729187011,1,0.018966273032128812,0
streamspot,42,topo_only,25,0.10409433096647262,1,0.09785130769014358,1
streamspot,42,topo_only,26,0.04634443074464798,0,0.3806605935096741,0
streamspot,42,topo_only,27,0.1392599619925022,0,0.09910449981689454,1
streamspot,42,topo_only,28,0.09453868418931961,1,0.11257349252700806,1
streamspot,42,topo_only,29,0.031066760793328284,0,0.3421813309192657,1
streamspot,42,topo_only,30,0.08219513818621635,0,0.06898541823029518,0
streamspot,42,topo_only,31,0.11076079607009888,1,0.6245821297168732,1
streamspot,42,topo_only,32,0.0947972759604454,1,0.06771644353866577,0
streamspot,42,topo_only,33,0.09174667745828628,1,0.3802891969680786,1
streamspot,42,topo_only,34,0.4419639348983765,1,0.17718207240104675,0
streamspot,42,topo_only,35,0.5602614283561707,1,0.09443506002426147,1
streamspot,42,topo_only,36,0.09615955501794815,1,0.09863030165433884,1
streamspot,42,topo_only,37,0.09566942751407623,1,0.33312277793884276,1
streamspot,42,topo_only,38,0.15723906829953194,0,0.04579794853925705,0
streamspot,42,topo_only,39,0.1601195752620697,1,0.09951168447732925,1
streamspot,42,topo_only,40,,,0.09426774531602859,1
streamspot,42,topo_only,41,,,0.10333137363195419,1
streamspot,42,topo_only,42,,,0.06856033802032471,0
streamspot,42,topo_only,43,,,0.10226262360811234,1
streamspot,42,topo_only,44,,,0.054283400624990465,0
streamspot,42,topo_only,45,,,0.23192816972732544,0
streamspot,42,topo_only,46,,,0.0973015159368515,1
streamspot,42,topo_only,47,,,0.30179651975631716,1
streamspot,42,topo_only,48,,,0.07845882773399353,0
streamspot,42,topo_only,49,,,0.2686303794384003,0
streamspot,42,topo_only,50,,,0.10765529870986938,1
streamspot,42,topo_only,51,,,0.07288656234741211,0
streamspot,42,topo_only,52,,,0.09267600327730179,1
streamspot,42,topo_only,53,,,0.09520127773284912,1
streamspot,42,topo_only,54,,,0.4021261215209961,1
streamspot,42,topo_only,55,,,0.17670951932668685,0
streamspot,42,topo_only,56,,,0.09951671212911606,1
streamspot,42,topo_only,57,,,0.10017974823713302,1
streamspot,42,topo_only,58,,,0.09334802478551865,1
streamspot,42,topo_only,59,,,0.09615318328142167,1
streamspot,42,topo_only,60,,,0.13329137861728668,0
